X,Y,location_id,address_primary,city,state,zip,building_type_code,Service Area,Constructed,NeedsConstructed
-95.84679538,40.39409045,1076994026,1524 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84059076,40.3925372,1076994028,1107 CENTRAL AVE,AUBURN,NE,68305,X,Auburn,X,
-95.84648935,40.39092104,1076994029,1520 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84315102,40.39885883,1076994030,600 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.83772348,40.38945199,1076994031,1500 I ST,AUBURN,NE,68305,R,Auburn,X,
-95.84075178,40.39572852,1076994032,1111 9TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83908961,40.38179112,1076994033,2210 J ST,AUBURN,NE,68305,B,Auburn,X,
-95.83961267,40.3825512,1076994035,1016 22ND ST,AUBURN,NE,68305,R,Auburn,X,
-95.84248495,40.38840889,1076994036,1217 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84050676,40.38678062,1076994037,1720 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.83936264,40.38207225,1076994038,2208 J ST,AUBURN,NE,68305,B,Auburn,X,
-95.8409787,40.39515756,1076994040,1112 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84228993,40.38942199,1076994041,1215 15TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84066277,40.38112216,1076994042,1103 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.84681239,40.39515156,1076994043,1522 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84109581,40.38885683,1076994044,1118 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84936764,40.37747779,1076994045,2621 R ST,AUBURN,NE,68305,R,Auburn,X,
-95.83569027,40.3925912,1076994047,719 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84512322,40.39092104,1076994049,1420 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83633434,40.39573752,1076994050,902 H ST,AUBURN,NE,68305,R,Auburn,X,
-95.84101281,40.39366731,1076994052,1115 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84470118,40.38549159,1076994060,1824 N ST,AUBURN,NE,68305,B,Auburn,X,
-95.84262397,40.39010106,1076994061,1415 M ST,AUBURN,NE,68305,B,Auburn,X,
-95.84372808,40.38076602,1076994062,2315 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84120683,40.38489043,1076994063,1915 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.83413412,40.39405745,1076994066,612 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84567827,40.38279122,1076994067,2112 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.83857856,40.39104115,1076994068,1315 J ST,AUBURN,NE,68305,B,Auburn,X,
-95.84678438,40.39367831,1076994069,1521 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.85207391,40.37809285,1076994070,1919 26TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84205691,40.38114716,1076994071,1213 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.83903961,40.39111016,1076994072,1004 14TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.83846755,40.38906195,1076994073,1515 J ST,AUBURN,NE,68305,R,Auburn,X,
-95.84263997,40.39117616,1076994075,1317 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.84512322,40.38192714,1076994076,2211 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84505621,40.38948199,1076994077,1421 15TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84568927,40.37623167,1076994080,2728 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.83451716,40.39414646,1076994081,622 11TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.84260697,40.39405045,1076994082,1220 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84370608,40.39719676,1076994083,1308 8TH ST BLDG 2,AUBURN,NE,68305,R,Auburn,X,
-95.84179588,40.39783073,1076994085,700 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84646735,40.39368731,1076994089,1515 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84645635,40.3825472,1076994090,1520 22ND ST,AUBURN,NE,68305,R,Auburn,X,
-95.8419458,40.39367131,1076994091,1205 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83431714,40.39405045,1076994092,616 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84426213,40.37746279,1076994093,1354 27TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83922863,40.3795369,1076994094,2404 J ST,AUBURN,NE,68305,X,Auburn,X,
-95.84432814,40.39104615,1076994095,1318 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84318402,40.39260221,1076994096,1303 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84180689,40.39674062,1076994097,804 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84446715,40.39534158,1076994099,914 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.83586229,40.39219826,1076994102,1215 H ST,AUBURN,NE,68305,R,Auburn,X,
-95.84566727,40.38741179,1076994103,1700 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.83969067,40.39577752,1076994108,1015 9TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84378908,40.39405145,1076994110,1312 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84256796,40.38172712,1076994111,2215 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.83706241,40.39149219,1076994113,819 13TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.85131284,40.3785018,1076994114,1912 26TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83380109,40.38739778,1076994117,607 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83963967,40.38838088,1076994118,1013 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83972368,40.38892184,1076994120,1016 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84044075,40.39410246,1076994123,1100 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83848955,40.38886783,1076994124,1521 J ST,AUBURN,NE,68305,R,Auburn,X,
-95.84452816,40.39622067,1076994125,820 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84189589,40.38887683,1076994127,1204 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84042875,40.3815801,1076994130,2222 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.84115182,40.39304235,1076994131,1114 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.83778448,40.3915421,1076994132,903 13TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.83982369,40.38414746,1076994134,2001 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.84366707,40.3785578,1076994136,1318 26TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84472318,40.38322137,1076994138,22ND ST AT O ST,AUBURN,NE,68305,B,Auburn,X,
-95.83853456,40.39031108,1076994145,1411 J ST,AUBURN,NE,68305,R,Auburn,X,
-95.84510622,40.39015606,1076994146,1413 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84706741,40.38577752,1076994147,1818 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84849555,40.37774072,1076994148,2614 Q ST,AUBURN,NE,68305,R,Auburn,X,
-95.84264597,40.39049109,1076994151,1221 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84541225,40.39318736,1076994152,1115 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84119082,40.38294724,1076994153,2111 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84210692,40.38634068,1076994154,1209 18TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84320103,40.38116116,1076994155,1309 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.84114082,40.38781873,1076994156,1621 COURTHOUSE AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84177888,40.38987193,1076994157,1422 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.8419458,40.39719776,1076994158,1206 8TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84641735,40.3845564,1076994159,20TH ST AT P ST,AUBURN,NE,68305,B,Auburn,X,
-95.83555626,40.38994794,1076994160,714/716 15TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83721243,40.39096104,1076994161,820 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83432814,40.38799674,1076994162,1617 G ST,AUBURN,NE,68305,R,Auburn,X,
-95.84623433,40.3815611,1076994163,1514 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.84353906,40.38177612,1076994164,2221 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84178488,40.39311236,1076994165,1202 CENTRAL AVE,AUBURN,NE,68305,B,Auburn,X,
-95.83964567,40.38785773,1076994166,1014 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84375608,40.38784173,1076994167,1621 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84265697,40.38843189,1076994168,1221 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84206291,40.37912296,1076994169,1211 25TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84070678,40.38626067,1076994171,1111 18TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84373908,40.38407645,1076994173,2005 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84621733,40.39302635,1076994174,1508 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84329003,40.3945174,1076994177,1010 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.84665137,40.39616266,1076994178,1514 9TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83530124,40.39368131,1076994180,711 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84215192,40.3955625,1076994181,1211 9TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84214092,40.39471842,1076994182,1211 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84115182,40.39469841,1076994183,1119 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83685639,40.38994194,1076994184,812 15TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84484019,40.390508,1076994186,1415 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84489019,40.39306135,1076994187,1410 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.83363407,40.39049709,1076994188,1402 F ST,AUBURN,NE,68305,R,Auburn,X,
-95.84427313,40.38075202,1076994189,2308 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84177388,40.39004205,1076994192,1418 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84377808,40.39114716,1076994195,1315 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84214092,40.39047209,1076994196,1209 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84210192,40.39823787,1076994197,1208 7TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.8409627,40.3915781,1076994198,1115 13TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83414012,40.39365231,1076994199,611 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83649535,40.39203025,1076994200,806 13TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84648935,40.37986793,1076994202,2411 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84365107,40.38060801,1076994204,2319 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.83413412,40.39012106,1076994205,642 15TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84264597,40.38781173,1076994206,1220 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84051776,40.38733678,1076994209,1101 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84572828,40.38422647,1076994211,2002 O ST,AUBURN,NE,68305,B,Auburn,X,
-95.83711242,40.39048709,1076994212,821 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84315602,40.39009705,1076994213,1414 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.84509521,40.39368031,1076994216,1413 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83577828,40.38925197,1076994218,1507 H ST,AUBURN,NE,68305,R,Auburn,X,
-95.84261297,40.38734178,1076994219,1221 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83448915,40.390507,1076994222,621 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84247895,40.38887783,1076994224,1218 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83649035,40.39515756,1076994225,806 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84431714,40.39013006,1076994227,1412 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84621233,40.38214126,1076994228,2201 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.83588429,40.39529857,1076994229,917 H ST,AUBURN,NE,68305,R,Auburn,X,
-95.84509021,40.380501,1076994231,2321 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84647335,40.380518,1076994233,1520 24TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84882359,40.38091104,1076994235,2310 Q ST,AUBURN,NE,68305,R,Auburn,X,
-95.84208491,40.38323837,1076994238,1213 21ST ST,AUBURN,NE,68305,R,Auburn,X,
-95.84344505,40.38678762,1076994240,1310 18TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83972368,40.39098704,1076994243,1320 COURTHOUSE AVE,AUBURN,NE,68305,B,Auburn,X,
-95.84179088,40.38674162,1076994244,1719 COURTHOUSE AVE,AUBURN,NE,68305,B,Auburn,X,
-95.84206791,40.39888183,1076994245,1207 6TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84711742,40.37848089,1076994246,2520 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84179088,40.39367131,1076994248,1100 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.83921263,40.38063101,1076994249,2314 J ST,AUBURN,NE,68305,B,Auburn,X,
-95.84179088,40.39626767,1076994251,818 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84060177,40.3795779,1076994252,1108 25TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84320603,40.3915261,1076994253,1303 13TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.8409287,40.38573052,1076994254,1114 19TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84319502,40.39047609,1076994257,1400 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.84040675,40.38468641,1076994258,1918 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.84513422,40.38166711,1076994259,2217 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84042375,40.39782173,1076994260,1103 7TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84314002,40.39823287,1076994261,1300 7TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.84786749,40.38902195,1076994267,1517 Q ST,AUBURN,NE,68305,R,Auburn,X,
-95.83667337,40.390502,1076994268,809 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84584029,40.38409845,1076994269,2006 O ST,AUBURN,NE,68305,B,Auburn,X,
-95.84039074,40.39234128,1076994270,1210 K ST,AUBURN,NE,68305,B,Auburn,X,
-95.84316702,40.38673762,1076994271,1300 18TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84460617,40.39367031,1076994276,1102 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.83638934,40.39046709,1076994278,1406 H ST,AUBURN,NE,68305,R,Auburn,X,
-95.84041775,40.39365631,1076994280,1101 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84575628,40.38169111,1076994281,2218 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.83857356,40.39207225,1076994282,1217 J ST,AUBURN,NE,68305,X,Auburn,X,
-95.84562827,40.3845564,1076994283,1922 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84181289,40.38497144,1076994284,1914 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84152386,40.38114716,1076994286,1201 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.84646235,40.38289223,1076994291,2115 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.83768447,40.39560251,1076994299,906 I ST,AUBURN,NE,68305,R,Auburn,X,
-95.8499846,40.38076802,1076994301,2316 R ST,AUBURN,NE,68305,R,Auburn,X,
-95.84182889,40.38483043,1076994302,1918 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84232394,40.39405145,1076994304,1214 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83361207,40.39308135,1076994306,600 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84113982,40.39048609,1076994307,1119 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84574528,40.38580753,1076994310,1816 O ST,AUBURN,NE,68305,B,Auburn,X,
-95.84431214,40.390541,1076994312,1400 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84705641,40.38665161,1076994315,1724 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84625133,40.39469241,1076994316,1509 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84568427,40.38723877,1076994317,1706 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.8449171,40.38480043,1076994318,1417 19TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.84515122,40.37909295,1076994320,2503 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84130684,40.39822687,1076994323,1122 7TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84087379,40.39930298,1076994324,1112 6TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84620633,40.39511656,1076994327,1508 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84506221,40.39613266,1076994328,1412 9TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84642835,40.38881083,1076994330,1518 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84040675,40.38843689,1076994331,1101 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84701241,40.390537,1076994332,1402 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84182889,40.38510656,1076994333,1910 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84125183,40.38422247,1076994336,2001 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84236294,40.38595854,1076994337,1813 COURTHOUSE AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84234594,40.39510156,1076994339,1212 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84642335,40.39013706,1076994340,1415 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84179588,40.38010006,1076994342,2404 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.83911262,40.38838788,1076994344,1604 J ST,AUBURN,NE,68305,R,Auburn,X,
-95.84367807,40.3795219,1076994345,1314 25TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84508921,40.38922197,1076994347,1509 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84258996,40.38934198,1076994349,1221 15TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84369007,40.38735778,1076994351,1703 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.8399286,40.38201025,1076994352,2207 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.84042375,40.38194714,1076994353,2208 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.84349005,40.39565751,1076994355,1311 9TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84118982,40.38595154,1076994357,1815 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.83646735,40.38937198,1076994358,1506 H ST,AUBURN,NE,68305,R,Auburn,X,
-95.83976268,40.39193814,1076994360,1016 13TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.84184089,40.3925522,1076994364,1203 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84646235,40.37961291,1076994368,2419 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84854056,40.3775087,1076994369,2620 Q ST,AUBURN,NE,68305,R,Auburn,X,
-95.84257396,40.38215826,1076994370,2203 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.84241795,40.38779672,1076994373,1216 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83987369,40.38925297,1076994374,1509 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.84125683,40.38384733,1076994379,2015 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84123983,40.38409045,1076994380,2007 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84380609,40.38801085,1076994381,1617 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84728943,40.39432148,1076994382,1012 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84179588,40.38592054,1076994383,1816 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84230694,40.38696664,1076994384,1720 COURTHOUSE AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84181289,40.38217126,1076994385,2202 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.84438414,40.3795089,1076994386,1402 25TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.8449841,40.39518256,1076994395,1412 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84426213,40.37796874,1076994396,2664 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.83840155,40.39512156,1076994397,918 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84118482,40.3825622,1076994398,2121 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.83723943,40.39532658,1076994399,915 I ST,AUBURN,NE,68305,R,Auburn,X,
-95.84051276,40.3835573,1076994402,1104 21ST ST,AUBURN,NE,68305,R,Auburn,X,
-95.84263497,40.39447749,1076994403,1011 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.84935664,40.37698764,1076994406,1719 27TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83449515,40.39303035,1076994408,622 CENTRAL AVE,AUBURN,NE,68305,R,Auburn,X,
-95.83567327,40.39365831,1076994409,719 11TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83968467,40.39147219,1076994410,1017 13TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.84267397,40.3975787,1076994413,709 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.83909061,40.38613766,1076994414,1810 J ST,AUBURN,NE,68305,R,Auburn,X,
-95.84569027,40.39048709,1076994416,1402 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.85003471,40.37749779,1076994417,2620 R ST,AUBURN,NE,68305,R,Auburn,X,
-95.84121283,40.3785078,1076994422,1116 26TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84057876,40.39928797,1076994423,1104 6TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83823953,40.390506,1076994428,915 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84483919,40.38784673,1076994429,1414 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84264597,40.39928797,1076994431,1222 6TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84375608,40.3935613,1076994434,1110 M ST,AUBURN,NE,68305,B,Auburn,X,
-95.83640635,40.3925402,1076994435,807 CENTRAL AVE,AUBURN,NE,68305,B,Auburn,X,
-95.84500621,40.38782073,1076994436,1416 17TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84374508,40.38905795,1076994437,1515 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.83378908,40.39197114,1076994438,604 13TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84653436,40.3785418,1076994439,1520 26TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.8459512,40.39531858,1076994440,914 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.84211792,40.38575052,1076994441,1210 19TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83534524,40.3915371,1076994444,711 13TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84646735,40.3775917,1076994445,2619 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.84938964,40.38118716,1076994446,2301 R ST,AUBURN,NE,68305,R,Auburn,X,
-95.84259596,40.38291624,1076994447,2111 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.85144585,40.37968191,1076994450,2416 S ST,AUBURN,NE,68305,R,Auburn,X,
-95.84567827,40.3815171,1076994451,2222 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.83938464,40.38840289,1076994452,1011 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.8399066,40.38907095,1076994455,1515 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.8479174,40.38119016,1076994456,1621 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.84129583,40.38115016,1076994457,1123 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.83820653,40.39093604,1076994458,912 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84448415,40.39515256,1076994461,922 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.83415112,40.39096804,1076994464,612 14TH ST,AUBURN,NE,68305,X,Auburn,X,
-95.84541225,40.39570752,1076994465,905 O ST,AUBURN,NE,68305,R,Auburn,X,
-95.83848455,40.3925682,1076994466,921 CENTRAL AVE,AUBURN,NE,68305,B,Auburn,X,
-95.84707841,40.38884183,1076994468,1604 16TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84785149,40.38929297,1076994471,1513 Q ST,AUBURN,NE,68305,R,Auburn,X,
-95.84131284,40.3945474,1076994473,1009 L ST,AUBURN,NE,68305,R,Auburn,X,
-95.83986769,40.38320137,1076994476,1021 21ST ST,AUBURN,NE,68305,R,Auburn,X,
-95.8409847,40.38803885,1076994478,1617 COURTHOUSE AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84648935,40.38114116,1076994481,1519 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.83669537,40.39516656,1076994482,810 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.8479514,40.37786273,1076994483,2611 Q ST,AUBURN,NE,68305,R,Auburn,X,
-95.84510622,40.3845364,1076994484,20TH ST AT O ST,AUBURN,NE,68305,B,Auburn,X,
-95.84623433,40.38578752,1076994487,1514 19TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.84648935,40.39470742,1076994488,1515 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84729043,40.39445749,1076994489,1008 P ST,AUBURN,NE,68305,R,Auburn,X,
-95.83379008,40.390557,1076994490,603 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84042375,40.39931198,1076994493,1100 6TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84433414,40.39041709,1076994496,1406 N ST,AUBURN,NE,68305,R,Auburn,X,
-95.84459516,40.38216626,1076994498,1409 22ND ST,AUBURN,NE,68305,R,Auburn,X,
-95.84370608,40.39513056,1076994499,1314 10TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84421213,40.38478742,1076994502,1400 20TH ST,AUBURN,NE,68305,B,Auburn,X,
-95.8399176,40.39614066,1076994504,823 K ST,AUBURN,NE,68305,R,Auburn,X,
-95.84128983,40.38845789,1076994506,1600 COURTHOUSE AVE,AUBURN,NE,68305,R,Auburn,X,
-95.84942365,40.37864781,1076994509,2517 R ST,AUBURN,NE,68305,R,Auburn,X,
-95.8429349,40.38110116,1076994511,1225 23RD ST,AUBURN,NE,68305,R,Auburn,X,
-95.83577328,40.3915581,1076994512,721 13TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.83550126,40.39096704,1076994513,712 14TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84062377,40.38003705,1076994515,1109 24TH ST,AUBURN,NE,68305,R,Auburn,X,
-95.84260197,40.38360731,1076994523,2021 M ST,AUBURN,NE,68305,R,Auburn,X,
-95.84356206,40.38476242,1076994525,1320 20TH ST BLDG 2,AUBURN,NE,68305,B,Auburn,X,
-95.84489019,40.38906795,1076994527,1540 O ST,AUBURN,NE,68305,R,Auburn,X,
