X,Y,location_id,address_primary,city,state,zip,building_type_code,Service Area,Constructed,NeedsConstructed
-99.59718942,40.13371731,1140138492,321 N LOUP AVE,STAMFORD,NE,68977,R,PPC Fiber,X,
-95.83888459,40.64957899,1145568869,353 S 66TH RD,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-96.15221793,40.69801084,1145568870,3295 G RD,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18651236,40.66506154,1145568875,1365 MIDLAND ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18574528,40.65829186,1145568878,348 6TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.01574528,40.58706174,1145568886,4753 O RD,TALMAGE,NE,68448,R,PPC Fiber,X,
-96.17868457,40.66336837,1145568887,1195 COUNTY ROAD 30,SYRACUSE,NE,68446,B,PPC Fiber,X,
-96.0069453,40.66726176,1145568892,4743 I RD,DUNBAR,NE,68346,X,PPC Fiber,X,
-96.18061277,40.65603164,1145568893,375 POPLAR ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.19022373,40.68389132,1145568896,319 E HEARTLAND DR,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.19125183,40.67052809,1145568897,1935 LINDEN ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-99.82236794,40.13177711,1146071291,30 HIGHWAY 89,BEAVER CITY,NE,68926,B,PPC Fiber,X,
-99.83261297,40.13793773,1146071295,615 6TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63331704,40.25132617,1146071296,412 OGDEN ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.83060677,40.13514655,1146071297,709 O ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.83503921,40.13327636,1146071300,410 FLOYD ST,BEAVER CITY,NE,68926,B,PPC Fiber,X,
-99.64379008,40.25655769,1146071302,597 W DERBY ST,OXFORD,NE,68967,B,PPC Fiber,X,
-100.1046452,40.1126312,1146071303,509 WINNIE ST,WILSONVILLE,NE,69046,R,PPC Fiber,X,
-99.63545625,40.24817785,1146071307,211 CENTRAL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.83077878,40.13988192,1146071314,706 S ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.83170188,40.13620766,1146071320,609 P ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.82408411,40.13705874,1146071321,1219 Q ST BLDG 2,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.59086279,40.13217825,1140138595,210 REPUBLICAN RD,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.59106781,40.13426146,1140138597,402 N REPUBLICAN RD,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.59041775,40.13220626,1140138598,241 E KENT ST,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.59101281,40.13389132,1140138599,342 N REPUBLICAN RD,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.59031274,40.13291723,1140138601,242 E WEBSTER ST,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.59104581,40.13291123,1140138603,242 REPUBLICAN RD,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.59106781,40.13247728,1140138605,222 REPUBLICAN RD,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.59040675,40.13183612,1140138607,ST 540 BLDG 4,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.58873958,40.13343638,1140138610,329 E WEBSTER ST,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.58971268,40.13248728,1140138611,ST 2 BLDG 2,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.58969567,40.1316801,1140138612,142 N NIOBRARA AVE,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.58779548,40.13342638,1140138613,10203 711 RD,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.36274098,40.09981892,1373151033,706 2ND ST BLDG G,ALMA,NE,68920,G,PPC Fiber,X,
-96.18008971,40.65741178,1145568904,822 5TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.12026773,40.72038707,1145568906,635 MAIN ST,OTOE,NE,68417,R,PPC Fiber,X,
-95.91371208,40.69746778,1145568910,5779 G RD,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-96.17686739,40.69495143,1145568911,3010 G RD,SYRACUSE,NE,68446,X,PPC Fiber,X,
-95.99969067,40.54220126,1145568918,4905 R RD,TALMAGE,NE,68448,R,PPC Fiber,X,
-95.86764547,40.67658169,1145568919,1721-1723 CENTRAL AVE,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-96.18233994,40.65517055,1145568924,645 3RD ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.09631734,40.58026606,1145568925,3896 O RD,TALMAGE,NE,68448,R,PPC Fiber,X,
-99.22168487,40.09770271,1393587747,221 CENTER AVE,REPUB CITY,NE,68971,R,PPC Fiber,X,
-99.22369007,40.09906794,1393587786,207 ATKINSON AVE,REPUB CITY,NE,68971,B,PPC Fiber,X,
-99.22230194,40.10273121,1393587803,12 CIRCLE DR,REPUB CITY,NE,68971,B,PPC Fiber,X,
-99.22202891,40.10277621,1393587804,2 CIRCLE DR,REPUB CITY,NE,68971,X,PPC Fiber,X,
-99.22263497,40.10255729,1393587805,20 CIRCLE DR,REPUB CITY,NE,68971,B,PPC Fiber,X,
-99.22252396,40.10258129,1393587806,RCC-2 BLDG 4,REPUBLICAN CITY,NE,68971,B,PPC Fiber,X,
-99.24238494,40.08322836,1393587816,12031 SHORE DR,REPUB CITY,NE,68971,R,PPC Fiber,X,
-99.2729409,40.08987292,1393587861,70812 S RD,REPUB CITY,NE,68971,R,PPC Fiber,X,
-99.21886259,40.09678861,1393587886,231 MCPHERSON AVE,REPUB CITY,NE,68971,R,PPC Fiber,X,
-100.6206738,40.20101214,1037442466,406 E 4TH ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.6211568,40.20198713,1037442478,505 E 3RD ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-96.1829789,40.65647168,1145568931,582 4TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.05738444,40.69635867,1145568933,4286 COUNTY ROAD G,DUNBAR,NE,68346,R,PPC Fiber,X,
-96.18769547,40.66195613,1145568934,1033 MOHAWK ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18320603,40.66099003,1145568941,558 9TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18884059,40.66658269,1145568942,1541 WALNUT ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18774048,40.65843888,1145568943,645 MOHAWK ST,SYRACUSE,NE,68446,B,PPC Fiber,X,
-96.18345605,40.68611165,1145568946,2953 COUNTRY RIDGE LN,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.02488919,40.59709774,1145568949,9 1ST ST,LORTON,NE,68382,R,PPC Fiber,X,
-96.18337804,40.65789772,1145568953,545 6TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-99.83309501,40.13294023,1146071331,510 FLOYD ST,BEAVER CITY,NE,68926,B,PPC Fiber,X,
-99.63259596,40.25395633,1146071334,105 COLORADO,OXFORD,NE,68967,R,PPC Fiber,X,
-99.77587829,40.27580752,1146071336,105 OXFORD ST,EDISON,NE,68936,R,PPC Fiber,X,
-99.83263997,40.13710675,1146071337,513 6TH ST,BEAVER CITY,NE,68926,B,PPC Fiber,X,
-99.83223993,40.1346764,1146071342,602 N ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.83018472,40.13834887,1146071344,615 8TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.77706241,40.27656869,1146071352,205 MAIN ST,EDISON,NE,68936,R,PPC Fiber,X,
-99.22020173,40.0986418,1393588105,209 TRUMAN AVE,REPUB CITY,NE,68971,R,PPC Fiber,X,
-99.59253496,40.13338737,1393588297,ST 2 BLDG 7,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.59254096,40.1336283,1393588298,326 N MAIN AVE,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.59306701,40.13248728,1393588332,225 N MAIN AVE,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.59306701,40.13255729,1393588333,231 N MAIN AVE,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.59303901,40.13234627,1393588335,213 N MAIN AVE,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.59303901,40.13228026,1393588336,211 N MAIN AVE,STAMFORD,NE,68977,B,PPC Fiber,X,
-99.34178488,40.09689862,1393588727,11537 CORNHUSKER RD,ALMA,NE,68920,R,PPC Fiber,X,
-99.363995,40.09917695,1393588851,111 CHURCH ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36572328,40.09912795,1393588852,112 KENNEDY ST,ALMA,NE,68920,R,PPC Fiber,X,
-99.36422813,40.0986168,1393588854,808 1ST ST,ALMA,NE,68920,R,PPC Fiber,X,
-99.36570628,40.09858089,1393588856,912 1ST ST,ALMA,NE,68920,R,PPC Fiber,X,
-99.36044575,40.09721776,1393588859,AC-2 BLDG 5,ALMA,NE,68920,B,PPC Fiber,X,
-99.36108481,40.09710875,1393588860,601 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36135184,40.09718275,1393588861,609 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36180689,40.09710075,1393588862,619 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36272398,40.09708174,1393588863,711 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36287399,40.09712875,1393588864,715 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.3629519,40.09712875,1393588865,717 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36280699,40.09712675,1393588866,713 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36303401,40.09716175,1393588868,719 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36500621,40.0996109,1393588889,902 2ND ST,ALMA,NE,68920,R,PPC Fiber,X,
-99.3669903,40.10082702,1393588956,308 CARLYLE ST,ALMA,NE,68920,R,PPC Fiber,X,
-99.82531724,40.1376767,1146071354,1104 Q ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63784549,40.25475141,1146071366,710 HOWELL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.83141285,40.13359139,1146071370,203 7TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63481219,40.25920796,1146071376,1108 CENTRAL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.82942365,40.13825786,1146071380,807 R ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63404011,40.25713275,1146071385,989 OGDEN ST,OXFORD,NE,68967,R,PPC Fiber,X,
-100.6163173,40.20701674,1037442496,1016 COUNTRY CLUB DR,MCCOOK,NE,69001,R,PPC Fiber,X,
-96.09485119,40.59512255,1145568958,3914 N RD,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.023928,40.59595053,1145568959,4637 E RD,LORTON,NE,68346,R,PPC Fiber,X,
-95.8419348,40.63232127,1145568963,6571 KING RD,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-95.86221293,40.67742178,1145568970,1315 1ST AVE,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-96.18720143,40.6586218,1145568980,658 MOHAWK ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-95.85355606,40.67496143,1145568983,620 2ND CORSO,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-96.18744545,40.66710175,1145568984,194 15TH AVE,SYRACUSE,NE,68446,B,PPC Fiber,X,
-99.36247895,40.09983192,1393588957,706 2ND ST BLDG 2,ALMA,NE,68920,B,PPC Fiber,X,
-99.36382809,40.09756679,1393588974,808 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36429513,40.09714075,1393588976,819 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36681739,40.09758679,1393588977,1010 MAIN ST,ALMA,NE,68920,R,PPC Fiber,X,
-99.363995,40.09758079,1393588978,812 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36185189,40.0976327,1393588997,620 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36135684,40.0976577,1393588998,610 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36106281,40.09777871,1393588999,AC-2 BLDG 8,ALMA,NE,68920,B,PPC Fiber,X,
-99.36119082,40.0976417,1393589000,604 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36144085,40.0976487,1393589001,612 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36152386,40.0976417,1393589002,614 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36312802,40.09770671,1393589018,722 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36234094,40.0976487,1393589019,702 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36279598,40.09770671,1393589020,712 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36271298,40.0976717,1393589021,712 MAIN ST BLDG 2,ALMA,NE,68920,B,PPC Fiber,X,
-99.36263497,40.09773771,1393589022,710 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36246795,40.0976417,1393589023,706 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36254596,40.09759779,1393589024,708 MAIN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36231794,40.09779071,1393589025,17 JOHN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36234594,40.09783172,1393589026,19 JOHN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36232394,40.09787172,1393589027,21 JOHN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.36241795,40.09822086,1393589028,31 JOHN ST,ALMA,NE,68920,B,PPC Fiber,X,
-99.6349011,40.25572151,1146071387,808 CENTRAL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-100.1080845,40.10982292,1146071389,206 FURNAS ST,WILSONVILLE,NE,69046,R,PPC Fiber,X,
-99.63486719,40.25526756,1146071390,802 CENTRAL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.63403411,40.25543758,1146071392,807 OGDEN ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.6349231,40.24805784,1146071398,210 CENTRAL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.82536724,40.13448748,1146071400,1104 N ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.6379404,40.25675861,1146071402,904 HOWELL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.63166787,40.25657769,1146071404,300 E ELGIN ST,OXFORD,NE,68967,B,PPC Fiber,X,
-99.83269097,40.13828786,1146071405,619 6TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63168987,40.24901794,1146071407,314 EWING ST,OXFORD,NE,68967,R,PPC Fiber,X,
-100.1058673,40.1096879,1146071408,205 DEARBORN ST,WILSONVILLE,NE,69046,R,PPC Fiber,X,
-99.83280699,40.13485642,1146071410,315 6TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.77566227,40.2766186,1146071411,209 OXFORD ST,EDISON,NE,68936,R,PPC Fiber,X,
-99.63263497,40.24709774,1146071412,106 E CLARK ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.63631734,40.25526656,1146071414,802 ODELL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-100.6263123,40.21914795,1037442549,2176 NORRIS AVE,MC COOK,NE,69001,R,PPC Fiber,X,
-96.08152386,40.61056109,1145568987,4053 M RD,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.1889955,40.66752079,1145568993,123 W 17TH ST,SYRACUSE,NE,68446,B,PPC Fiber,X,
-96.18418412,40.65652869,1145569001,447 PLUM ST,SYRACUSE,NE,68446,B,PPC Fiber,X,
-96.17962367,40.6556815,1145569002,856 3RD AVE,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18248995,40.65788772,1145569005,615 6TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-95.92132384,40.68259129,1145569007,5745 H RD,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-96.19255696,40.68311735,1145569009,311 W HEARTLAND DR,SYRACUSE,NE,68446,R,PPC Fiber,X,
-95.82107381,40.62734877,1145569013,680 S 68TH RD,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-99.77843455,40.2756815,1146071419,105 ARAPAHOE ST,EDISON,NE,68936,R,PPC Fiber,X,
-99.63555126,40.25881882,1146071421,1103 CENTRAL ST,OXFORD,NE,68967,B,PPC Fiber,X,
-99.63320603,40.24711075,1146071422,102 E CLARK ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.83013972,40.13254629,1146071428,722 FLOYD ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.77504521,40.27838787,1146071435,108 1ST ST,EDISON,NE,68936,R,PPC Fiber,X,
-99.82279098,40.1356115,1146071440,1218 O ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63706241,40.25633267,1146071442,301 W DERBY ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.63250196,40.25209124,1146071445,505 EWING ST,OXFORD,NE,68967,R,PPC Fiber,X,
-100.6219128,40.20346138,1037442559,612 E 3RD ST,MCCOOK,NE,69001,B,PPC Fiber,X,
-100.622657,40.20346738,1037442565,611 E 2ND ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.6172674,40.20335137,1037442569,611 E 6TH ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.6153122,40.19758179,1037442575,128 E 8TH ST,MC COOK,NE,69001,B,PPC Fiber,X,
-100.6207568,40.19778771,1037442578,130 4TH ST E,MC COOK,NE,69001,R,PPC Fiber,X,
-100.6188176,40.19778071,1037442580,103 E 5TH ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.6114069,40.19774671,1037442582,106 E 11TH ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.6207738,40.1976627,1037442584,102 E 4TH ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-99.4589175,40.12946698,1393589496,412 S COLORADO AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45674538,40.13497743,1393589497,215 N REPUBLICAN AVE,ORLEANS,NE,68966,R,PPC Fiber,X,
-99.50851756,40.12233027,1393589553,71006 FENCEPOST RD,ORLEANS,NE,68966,R,PPC Fiber,X,
-99.50884059,40.12245828,1393589554,71006 FENCEPOST RD BLDG 2,ORLEANS,NE,68966,R,PPC Fiber,X,
-99.50910162,40.12309134,1393589555,71041 FENCEPOST RD,ORLEANS,NE,68966,R,PPC Fiber,X,
-99.50383909,40.13030607,1393589651,71091 FENCEPOST RD,ORLEANS,NE,68966,R,PPC Fiber,X,
-99.45531724,40.12977091,1393589745,405 S ORLEANS AVE,ORLEANS,NE,68966,R,PPC Fiber,X,
-99.45566227,40.12919295,1393589754,111 W MAPLE ST,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45538424,40.12935297,1393589755,417 S ORLEANS AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45531724,40.12918695,1393589756,101 W MAPLE ST,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45474518,40.12925796,1393589757,105 E MAPLE ST,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.4549281,40.12918095,1393589758,408 S ORLEANS AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45541225,40.12949198,1393589759,413 S ORLEANS AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45537824,40.1296919,1393589760,407 S ORLEANS AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45532824,40.12983092,1393589761,403 S ORLEANS AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45533924,40.12941698,1393589762,415 S ORLEANS AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45705641,40.13175711,1393589764,201 S REPUBLICAN AVE,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.45145685,40.13251129,1393589785,109 S COLLEGE AVE,ORLEANS,NE,68966,R,PPC Fiber,X,
-96.1829129,40.66228126,1145569017,1075 CHESTNUT ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.17636234,40.66372831,1145569019,1071 12TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.17949565,40.66312035,1145569021,1135 PARK ST,SYRACUSE,NE,68446,B,PPC Fiber,X,
-96.17452316,40.65406144,1145569022,146 ASH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.14221293,40.68333737,1145569023,3703 SEC 2 BLDG 2,SYRACUSE,NE,68446,B,PPC Fiber,X,
-96.17520123,40.66319735,1145569025,1164 OAK ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.17865657,40.65333137,1145569026,912 1ST ST,SYRACUSE,NE,68446,B,PPC Fiber,X,
-96.18387809,40.66839787,1145569033,400 E 17TH ST,SYRACUSE,NE,68446,B,PPC Fiber,X,
-95.91254096,40.6826222,1145569034,5839 H RD,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-99.63329003,40.25206124,1146071447,506 OGDEN ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.63178988,40.25195113,1146071451,504 EWING ST BLDG 2,OXFORD,NE,68967,R,PPC Fiber,X,
-99.82808451,40.13710875,1146071452,605 9TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-100.1081235,40.11400744,1146071454,103 W ELM ST,WILSONVILLE,NE,69046,R,PPC Fiber,X,
-99.82876258,40.13826886,1146071457,619 9TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63176788,40.25235127,1146071458,510 EWING ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.82587829,40.13719775,1146071462,1021 Q ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.83007371,40.13451249,1146071472,720 N ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.82954566,40.13730177,1146071473,514 8TH ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.63433914,40.24711675,1146071476,104 W CLARK ST,OXFORD,NE,68967,R,PPC Fiber,X,
-100.1076905,40.10892783,1146071478,100 E RAYMOND ST,WILSONVILLE,NE,69046,R,PPC Fiber,X,
-100.6199176,40.1976767,1037442585,101 E 4TH ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.613317,40.19755679,1037442586,101 E 9TH ST,MCCOOK,NE,69001,B,PPC Fiber,X,
-100.6187956,40.19751079,1037442587,36 E A ST,MC COOK,NE,69001,B,PPC Fiber,X,
-100.6183015,40.19756779,1037442588,607 E A ST,MCCOOK,NE,69001,B,PPC Fiber,X,
-96.18244595,40.66008104,1145569043,614 8TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.19421713,40.66725076,1145569045,1611 BEHLING DR,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18209091,40.66282722,1145569057,652 11TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.17956266,40.65427246,1145569062,875 2ND ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.04913462,40.58555159,1145569063,1240 S 44TH RD,TALMAGE,NE,68448,R,PPC Fiber,X,
-96.1809787,40.65918195,1145569064,738 7TH ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.17924063,40.6546724,1145569070,235 PARK ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-99.63306201,40.25271821,1146071485,103 E BOTHWELL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.63181789,40.24857689,1146071487,201 E CORNWALL ST,OXFORD,NE,68967,B,PPC Fiber,X,
-99.63486719,40.25193713,1146071488,504 CENTRAL ST,OXFORD,NE,68967,X,PPC Fiber,X,
-99.63565127,40.25329236,1146071490,609 CENTRAL ST,OXFORD,NE,68967,R,PPC Fiber,X,
-100.1045232,40.11325136,1146071494,645 WINNIE ST,WILSONVILLE,NE,69046,R,PPC Fiber,X,
-99.82918462,40.13976291,1146071503,810 S ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-100.6148172,40.20326636,1037442626,902 E G ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.6200407,40.20098803,1037442627,405 E 4TH ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-100.6159282,40.20328636,1037442633,802 E G ST,MCCOOK,NE,69001,R,PPC Fiber,X,
-99.13264597,40.0726212,1014977328,408 4TH ST,NAPONEE,NE,68960,R,PPC Fiber,X,
-96.1889065,40.66555059,1145569078,1445 WALNUT ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18363407,40.6556875,1145569079,513 3RD ST,SYRACUSE,NE,68446,B,PPC Fiber,X,
-95.86552326,40.67701774,1145569080,1602 CENTRAL AVE,NEBRASKA CITY,NE,68410,R,PPC Fiber,X,
-96.17751246,40.65485142,1145569081,250 ELM ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18243995,40.65879081,1145569086,682 CHESTNUT ST,SYRACUSE,NE,68446,R,PPC Fiber,X,
-96.18026773,40.66715775,1145569093,412 ARDIE CIR,SYRACUSE,NE,68446,R,PPC Fiber,X,
-99.46304501,40.12878781,1393589900,600 W MAPLE ST,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.46258496,40.12958299,1393589901,600 W MAPLE ST BLDG 2,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.46365107,40.13126216,1393589902,20 US-136 E,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.4629959,40.1286008,1393589903,600 W MAPLE ST BLDG 3,ORLEANS,NE,68966,B,PPC Fiber,X,
-99.6299016,40.24804784,1393590190,306 E CORNWALL ST,OXFORD,NE,68967,B,PPC Fiber,X,
-99.62918962,40.2496719,1393590359,313 E NORTH RAILWAY ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.62683439,40.25181112,1393590380,506 OAK ST,OXFORD,NE,68967,R,PPC Fiber,X,
-99.62685139,40.2516721,1393590381,508 CORNWALL ST,OXFORD,NE,68967,B,PPC Fiber,X,
-99.593934,40.13472141,1413989395,402 N SAPPA AVE,STAMFORD,NE,68977,R,PPC Fiber,X,
-99.20260197,40.07493143,1413989398,12302 707 RD,REPUBLICAN CITY,NE,68971,R,PPC Fiber,X,
-99.21387309,40.08779271,1413989399,70788 CORP ROAD A,REPUB CITY,NE,68971,B,PPC Fiber,X,
-99.21769547,40.08433047,1413989400,16 A RD BLDG 8,REPUBLICAN CITY,NE,68971,B,PPC Fiber,X,
-99.22169587,40.08534057,1413989401,70754 W MAIN,REPUBLICAN CITY,NE,68971,R,PPC Fiber,X,
-99.22116282,40.08492843,1413989402,70745 B RD,REPUB CITY,NE,68971,R,PPC Fiber,X,
-99.22172888,40.08587052,1413989403,70769 W MAIN,REPUBLICAN CITY,NE,68971,R,PPC Fiber,X,
-100.6178455,40.2156415,1037442653,304 APACHE DR,MCCOOK,NE,69001,R,PPC Fiber,X,
-99.77420613,40.27586652,1146071509,109 CURTIS ST,EDISON,NE,68936,R,PPC Fiber,X,
-99.83137384,40.13677261,1146071512,622 P ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.82645135,40.13719275,1146071516,1009 Q ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
-99.7749561,40.27794173,1146071517,310 OXFORD ST,EDISON,NE,68936,B,PPC Fiber,X,
-99.79080179,40.13210125,1146071518,42945 HIGHWAY 89,BEAVER CITY,NE,68926,B,PPC Fiber,X,
-99.83543425,40.13999193,1146071519,312 S ST,BEAVER CITY,NE,68926,R,PPC Fiber,X,
